status,length,company,question
Unsuccessful,1,code-for-cash,How much money does your company have in the bank now?
Unsuccessful,2,code-for-cash,How long is your runway?
Unsuccessful,74,code-for-cash,Please provide any other relevant information about the structure or formation of the company.
Unsuccessful,1,code-for-cash,"Are any of the founders covered by noncompetes or intellectual property agreements that overlap with your project? If so, please explain."
Unsuccessful,45,code-for-cash,"Who writes code, or does other technical work on your product? Was any of it done by a non-founder? Please explain."
Unsuccessful,66,code-for-cash,Is there anything else we should know about your company?
Unsuccessful,85,code-for-cash,"If you had any other ideas you considered applying with, please list them. One may be something we've been waiting for. Often when we fund people it's to do something they list here and not in the main application."
Unsuccessful,99,code-for-cash,Please tell us something surprising or amusing that one of you has discovered.
Unsuccessful,6,code-for-cash,What convinced you to apply to Y Combinator? Did someone encourage you to apply?
Unsuccessful,8,code-for-cash,How did you hear about Y Combinator?
Unsuccessful,6,trestle,Describe what your company does in 50 characters or less.
Unsuccessful,193,trestle,What is your company going to make? Please describe your product and what it does or will do.
Unsuccessful,247,trestle,Why did you pick this idea to work on? Do you have domain expertise in this area? How do you know people need what you're making?
Unsuccessful,151,trestle,What's new about what you're making? What substitutes do people resort to because it doesn't exist yet (or they don't know about it)?
Unsuccessful,235,trestle,"Who are your competitors, and who might become competitors? Who do you fear most?"
Unsuccessful,169,trestle,What do you understand about your business that other companies in it just don't get?
Unsuccessful,140,trestle,How do or will you make money? How much could you make?
Unsuccessful,118,trestle,"How will you get users? If your idea is the type that faces a chicken-and-egg problem in the sense that it won't be attractive to users till it has a lot of users (e.g. a marketplace, a dating site, an ad network), how will you overcome that?"
Unsuccessful,0,task-pigeon,"If you have a demo, what's the url? Demo can be anything that shows us how the product works. Usually that's a video or screen recording."
Unsuccessful,6,task-pigeon,Describe what your company does in 50 characters or less.
Unsuccessful,110,task-pigeon,What is your company going to make? Please describe your product and what it does or will do.
Unsuccessful,6,task-pigeon,"Where do you live now, and where would the company be based after YC?"
Unsuccessful,0,task-pigeon,Please enter the url of a 1 minute unlisted (not private) YouTube video introducing the founder(s). This video is an important part of the application. (Follow the Video Guidelines.)
Unsuccessful,137,task-pigeon,"Please tell us about an interesting project, preferably outside of class or work, that two or more of you created together. Include urls if possible."
Unsuccessful,416,task-pigeon,How long have the founders known one another and how did you meet? Have any of the founders not met in person?
Unsuccessful,1,task-pigeon,Which category best applies to your company?
Unsuccessful,1,task-pigeon,Is this application in response to a YC RFS?
Unsuccessful,130,task-pigeon,How far along are you?
Unsuccessful,172,task-pigeon,How long have each of you been working on this? How much of that has been full-time? Please explain.
Unsuccessful,1,task-pigeon,Which of the following best describes your progress?
Unsuccessful,88,task-pigeon,"How many active users or customers do you have? If you have some particularly valuable customers, who are they? If you're building hardware, how many units have you shipped?"
Unsuccessful,1,task-pigeon,Do you have revenue?
Unsuccessful,6,task-pigeon,We're interested in your revenue over the last several months. (Not cumulative and not GMV).
Unsuccessful,58,task-pigeon,Anything else you would like us to know regarding your revenue or growth rate?
Unsuccessful,8,task-pigeon,"If you are applying with the same idea as a previous batch, did anything change? If you applied with a different idea, why did you pivot and what did you learn from the last idea?"
Unsuccessful,17,task-pigeon,"If you have already participated or committed to participate in an incubator, ""accelerator"" or ""pre-accelerator"" program, please tell us about it."
Unsuccessful,364,task-pigeon,Why did you pick this idea to work on? Do you have domain expertise in this area? How do you know people need what you're making?
